CFF_reference,Critical_appraisal_keep,Critical_appraisal,Class,Spname_common,Spname_raw,Species_phylo,Spname_accepted,habitat,forage_light_level,mode_of_life,mode-of_life_ref,body_mass_us,body_mass_ref,Method_raw,Method,CFF_value_type,CFF,CFF_max_from_Lafitte_2022,Comments_from_Lafitte_2022,,
"Kingston, A.C., Chappell, D.R. and Speiser, D.I., 2020. A snapping shrimp has the fastest vision of any aquatic animal. Biology Letters, 16(6), p.20200298.",y,Not_appraised,Malacostraca,bigclaw snapping shrimp,Alpheus heterochaelis,Alpheus_heterochaelis,,demersal,high,ballistic,Diet_includes_fish_sealife_base,0.79,"Song, Z., Salas, A. K., Montie, E. W., Laferriere, A., Zhang, Y., & Aran Mooney, T. (2021). Sound pressure and particle motion components of the snaps produced by two snapping shrimp species ( Alpheus heterochaelis and Alpheus angulosus) . The Journal of the Acoustical Society of America, 150(5), 3288–3301. https://doi.org/10.1121/10.0006973",ERG,Electrophysiology,,200,200,,,
"Caves EM, Frank TM, Johnsen S. Spectral sensitivity, spatial resolution and temporal resolution and their implications for conspecific signalling in cleaner shrimp. J Exp Biol. 2016 Feb;219(Pt 4):597-608.",y,Not_appraised,Malacostraca,Pederson cleaner shrimp,Ancylomenes pedersoni,Ancylomenes_pedersoni,,demersal,high,forage,sealife_base,0.13,"Cantrell, C. E., Henry, R. P., & Chadwick, N. E. (2015). Nitrogen transfer in a Caribbean mutualistic network. Marine Biology, 162(12), 2327–2338. https://doi.org/10.1007/s00227-015-2767-9",ERG,Electrophysiology,,48,48,,,
"Crozier, W. J., & Wolf, E. (1939). The flicker response contour for the isopod Asellus. The Journal of General Physiology, 22(4), 451–462.",y,,Malacostraca,Water louse,Asellus aquaticus,Asellus_aquaticus,,demersal,high,forage,"Moore, J. W. (1975). The Role of algae in the diet of Asellus aquaticus L . and Gammarus pulex L . Journal of Animal Ecology, 44(3), 719–730.",0.02,"Adams, J., Greenwood, P., Pollitt, R., & Yonow, T. (1985). Loading constraints and sexual size dimorphism in Asellus aquaticus. Behaviour, 92(May), 277–287.",Behavioural,Behavioural,,51.3,,,,
"Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W. 2012 Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W.",y,E,Malacostraca,Crab,Bathynectes longipes,Bathynectes_longipes,"Bathynectes longipesÊRisso, 1816",demersal,low,forage,"Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W. 2012 Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W.",4,"Rospars, J. P., & Meyer-Vernet, N. (2021). How fast do mobile organisms respond to stimuli? Response times from bacteria to elephants and whales. Physical Biology, 18(2). https://doi.org/10.1088/1478-3975/abcd88",ERG,Electrophysiology,NA,14,14,individual value ; scotopic,,Not sure why they don't use this
"Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W. 2012 Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W.",y,M,Malacostraca,Isopod,Booralana tricarinata,Booralana_tricarinata,"Booralana tricarinataÊCamp & Heard, 1988",demersal,low,forage,"Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W. 2012 Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W.",4.6,Body mass from Wilson et al 2017 (Activity syndromes and metabolism in giant deep-sea isopods).,ERG,Electrophysiology,mean,4,5,"mean ; scotopic; ""deep-sea"" considered as Low light exposure",,
"Waterman TH (1981) Polarization sensitivity. In: Autrum H (ed) Handbook of sensory physiology, vol VII/6C. Berlin: Springer. pp. 281Ð469. / Inger, R., Bennie, J., Davies, T. and Gaston, K., 2014. Potential Biological and Ecological Effects of Flickering Artificial Light. PLoS ONE, 9(5), p.e98631.",y,Not_appraised,Malacostraca,the devil crayfish,Cambarus diogenes,Cambarus_diogenes,,demersal,high,forage,"Grow, L., 1981. Burrowing behaviour in the crayfish, Cambarus diogenes diogenes Girard. Animal Behaviour, 29(2), pp.351-356.",29,"Grosell, M., Brauner, C. J., Kelly, S. P., McGeer, J. C., Bianchini, A., & Wood, C. M. (2002). Physiological responses to acute silver exposure in the freshwater crayfish (cambarus diogenes diogenes) - A model invertebrate? Environmental Toxicology and Chemistry, 21(2), 369–374. https://doi.org/10.1002/etc.5620210220",ERG,Electrophysiology,,56,56,,,
"Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W. 2012 Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W.",y,M,Malacostraca,,Eugonatonotus crassus,Eugonatonotus_crassus,"Eugonatonotus crassusÊA.Milne-Edwards, 1881",demersal,low,forage,based on general description of related species,2.84,"Based on mean total length of 75.82mm from Chan, T.Y. and Yu, H.P., 1988. An uncommon deep-sea shrimp Eugonatonotus crassus (A. Milne Edwards, 1881)(Crustacea: Decapoda: Eugonatonotidae) from Taiwan. Bulletin of the Institute of Zoology, Academica Sinica, 27, pp.259-263. Scaling relationship based on with -2.3646 b 3.2033 from the data in Kuberan, G., Chakraborty, R.D. and Sarada, P.T., 2022. LengthÐweight relationship (LWR) and condition factor (K) of a deepsea shrimp Heterocarpus chani Li, 2006 (Decapoda: Caridea: Pandalidae) from Southern Coast of Indian EEZ. Thalassas: An International Journal of Marine Sciences, pp.1-9. ",ERG,Electrophysiology,mean,24,24,"mean but no SE  because only 2 individuals ; scotopic; ""deep-sea"" considered as Low light exposure",,
"Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W. 2012 Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W.",y,M,Malacostraca,squate lobster,Eumunida picta,Eumunida_picta,"Eumunida pictaÊSmith, 1883",demersal,low,forage,"Based on feeding behaviour of effectively drift feeding from Nizinski, M.S., McClain-Counts, J.P. and Ross, S.W., 2023. Habitat utilization, demography, and behavioral observations of the squat lobster, Eumunida picta (Crustacea: Anomura: Eumunididae), on western North Atlantic deep-water coral habitats. Deep Sea Research Part I: Oceanographic Research Papers, 193, p.103953.",8.6,"Based on CL of 29.2mm from (Habitat utilization, demography, and behavioral observations of the squat lobster, Eumunida picta (Crustacea: Anomura: Eumunididae), on western North Atlantic deep-water coral habitats). Using the allometry of CL with weight for Munidia Rugosa using the equation 2.84*(log(29.2)) -log(2.76) gives 8.6 grams from (ASPECTS OF TH E BIOLOGY OF TH E SQUAT LOBSTER, MUNIDA RUGOSA (FABRICIUS, 1775) Khadija Abdulla Yousuf Zainal, 1990)",ERG,Electrophysiology,mean,11,13,"mean ; scotopic; ""deep-sea"" considered as Low light exposure",,
"Frank, TM 2003 Effects of light adaptation on the temporal resolution of deep-sea crustaceans Effects of light adaptation on the temporal resolution of deep-sea crustaceans Frank, TM",y,M,Malacostraca,Of Light Adaptation On Talal ,Euphausia gibboides,Euphausia_gibboides,"Euphausia gibboidesÊOrtmann, 1893",pelagic,low,forage,"Lower_trophic_level_with_size_indicating_mainly_detrus_feeding_from_Sogawa, S., Sugisaki, H., Tadokoro, K., Ono, T., Sato, E., Shimode, S. and Kikuchi, T., 2017. Feeding habits of six species of euphausiids (Decapoda: Euphausiacea) in the northwestern Pacific Ocean determined by carbon and nitrogen stable isotope ratios. The Journal of Crustacean Biology, 37(1), pp.29-36.",0.07,"median_CL_length_of_0.5cm_from_Sogawa, S., Sugisaki, H., Tadokoro, K., Ono, T., Sato, E., Shimode, S. and Kikuchi, T., 2017. Feeding habits of six species of euphausiids (Decapoda: Euphausiacea) in the northwestern Pacific Ocean determined by carbon and nitrogen stable isotope ratios. The Journal of Crustacean Biology, 37(1), pp.29-36.",ERG,Electrophysiology,minimum,32,32,"24  ± 0.9 Hz mean ; scotopic ; >32 Hz individual value photopic; ""deep-sea"" considered as Low light exposure",,
"Frank, TM 1999 Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Frank, TM",y,M,Malacostraca,Study Of in thein the ,Funchalia villosa,Funchalia_villosa,"Funchalia villosaÊBouvier, 1905",demersal,low,ballistic,Based_on_ piscivorous_diet_sebase,3.968,Donnelly et al  Proximate and elemental composition and energy content of mesopelagic crustaceans from the Eastern Gulf of Mexico,ERG,Electrophysiology,mean,24,24.5,"24 Hz mean ; scotopic; ""deep-sea"" considered as Low light exposure",,
"Frank, TM 2003 Effects of light adaptation on the temporal resolution of deep-sea crustaceans Effects of light adaptation on the temporal resolution of deep-sea crustaceans Frank, TM",y,M,Malacostraca,Of Light Adaptation On Talal ,Funchalia villosa,Funchalia_villosa,"Funchalia villosaÊBouvier, 1905",demersal,low,ballistic,Based_on_ piscivorous_diet_seabase,3.968,Donnelly et al  Proximate and elemental composition and energy content of mesopelagic crustaceans from the Eastern Gulf of Mexico,ERG,Electrophysiology,mean,21,21.9,"21  ± 0.9 Hz mean ; scotopic, 21   ± 1.2 Hz Hz photopic; ""deep-sea"" considered as Low light exposure",,
"Frank, TM 2000 Temporal resolution in mesopelagic crustaceans Temporal resolution in mesopelagic crustaceans Frank, TM",y,M,Malacostraca,,Funchalia villosa,Funchalia_villosa,"Funchalia villosaÊBouvier, 1905",demersal,low,ballistic,Based_on_ piscivorous_diet_seabase,3.968,Donnelly et al  Proximate and elemental composition and energy content of mesopelagic crustaceans from the Eastern Gulf of Mexico,ERG,Electrophysiology,mean,21,21.9,"mean ; scotopic; ""deep-sea"" considered as Low light exposure",,
"Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W. 2012 Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W.",y,M,Malacostraca,,Gastroptychus spinifer,Gastroptychus_spinifer,"Gastroptychus spiniferÊA.Milne Edwards, 1880",demersal,low,forage,"Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W. 2012 Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W.",4,"Rospars, J. P., & Meyer-Vernet, N. (2021). How fast do mobile organisms respond to stimuli? Response times from bacteria to elephants and whales. Physical Biology, 18(2). https://doi.org/10.1088/1478-3975/abcd88",ERG,Electrophysiology,mean,10,12,"mean ; scotopic; ""deep-sea"" considered as Low light  exposure",,
"Brodrick, E. A., How, M. J., & Hemmi, J. M. (2022). Fiddler crab electroretinograms reveal vast circadian shifts in visual sensitivity and temporal summation in dim light. Journal of Experimental Biology, 225(5), 1–12. https://doi.org/10.1242/jeb.243693",y,,Malacostraca,Fiddler crab,Gelasimus dampieri,Gelasimus_signatus,,demersal,high,forage,"Nobbs, Madeleine. 1999. “The Behavioural Ecology of Fiddler Crabs (Genus: Uca) That Live in the Mangrove Forests of Darwin Harbour.”",2.8,"Falkowski, M. (2017). The spectral and temporal properties of fiddler crab photoreceptors in the context of predator avoidance.",ERG,Electrophysiology,,90,,,,
"Inger, R., Bennie, J., Davies, T. and Gaston, K., 2014. Potential Biological and Ecological Effects of Flickering Artificial Light. PLoS ONE, 9(5), p.e98631.",y,Not_appraised,Malacostraca,Giant Antarctic Isopod,Glyptonotus antarcticus,Glyptonotus_antarcticus,,demersal,low,forage,"Janecki, T. and Rakusa-Suszczewski, S., 2006. Biology and metabolism of Glyptonotus antarcticus (Eights)(Crustacea: Isopoda) from Admiralty Bay, King George Island, Antarctica. Polar bioscience, 19, pp.29-42.",32.6,"Robertson, R., El-Haj, A. J., Clarke, A., Peck, L. S., & Taylor, E. (2001). The effects of temperature on metabolic rate and protein synthesis following a meal in the isopod Glyptonotus antarcticus Eights (1852). Polar Biology, 24(9), 677–686. https://doi.org/10.1007/s003000100268",ERG,Electrophysiology,,12,12,,,
"Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W. 2012 Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W.",y,E,Malacostraca,,Heterocarpus ensifer,Heterocarpus_ensifer,"Heterocarpus ensiferÊA.Milne-Edwards, 1881",demersal,low,forage,"Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W. 2012 Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Light and vision in the deep-sea benthos: II. Vision in deep-sea crustaceans Frank, Tamara M.; Johnsen, Soenke; Cronin, Thomas W.",1.46,"based on mean total length of 15.6cm from sealifebase and the  Scaling relationship based on with -2.3646 b 3.2033 from the data in Kuberan, G., Chakraborty, R.D. and Sarada, P.T., 2022. LengthÐweight relationship (LWR) and condition factor (K) of a deepsea shrimp Heterocarpus chani Li, 2006 (Decapoda: Caridea: Pandalidae) from Southern Coast of Indian EEZ. Thalassas: An International Journal of Marine Sciences, pp.1-9. ",ERG,Electrophysiology,NA,16,16,individual value ; scotopic,,Not sure why they don't use this go back and check
"Frank, TM 1999 Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Comparative study of temporal resolution in the visual systems of mesopelagic crustaceans Frank, TM",y,M,Malacostraca,Study Of in thein the ,Janicella spinacauda,Janicella_spinicauda,"Janicella spinicaudaÊA.Milne-Edwards, 1883",demersal,low,ballistic,based_on_food_items_seabase_mainly_finfish,0.5,"from Romero_Romero, S., Choy, C.A., Hannides, C.C., Popp, B.N. and Drazen, J.C., 2019. Differences in the trophic ecology of micronekton driven by diel vertical migration. Limnology and oceanography, 64(4), pp.1473-1483.",ERG,Electrophysiology,mean,31,31.3,"mean ; scotopic; ""deep-sea"" considered as Low light exposure",,
"Frank, TM 2003 Effects of light adaptation on the temporal resolution of deep-sea crustaceans Effects of light adaptation on the temporal resolution of deep-sea crustaceans Frank, TM",y,M,Malacostraca,Of Light Adaptation On Talal ,Janicella spinicauda,Janicella_spinicauda,"Janicella spinicaudaÊA.Milne-Edwards, 1883",demersal,low,ballistic,based_on_food_items_seabase_mainly_finfish,0.5,"from Romero_Romero, S., Choy, C.A., Hannides, C.C., Popp, B.N. and Drazen, J.C., 2019. Differences in the trophic ecology of micronekton driven by diel vertical migration. Limnology and oceanography, 64(4), pp.1473-1483.",ERG,Electrophysiology,mean,23,23.4,"23  ± 0.4 Hz mean ; scotopic, 29 Hz photopic; ""deep-sea"" considered as Low light exposure",,
"Meyer-Rochow, VB; Tiang, KM 1984 The eye of Jasus edwardsii (Crustacea, Decapoda): electrophysiology, histology, and behaviour The eye of Jasus edwardsii (Crustacea, Decapoda): electrophysiology, histology, and behaviour Meyer-Rochow, VB; Tiang, KM",y,M,Malacostraca,New Zealand rock lobster,Jasus edwardsi,Jasus_edwardsii,"Jasus edwardsiiÊHutton, 1875",demersal,low,forage,Feeds_on_slow_oving_prey_echinoderms_bivalves_worms,645.5,"Young, M. A., Ierodiaconou, D., Edmunds, M., Hulands, L., & Schimel, A. C. G. (2016). Accounting for habitat and seafloor structure characteristics on southern rock lobster (Jasus edwardsii) assessment in a small marine reserve. Marine Biology, 163(6), 1–13. https://doi.org/10.1007/s00227-016-2914-y",ERG,Electrophysiology,maximum,60,60,still responses at max 50 Hz tested for dark-adapted animals at log 0 intensity; CFF of ~50 Hz for light-adapted eyes,,
"Ruck P, Jahn TL (1954) Electrical studies on the compound eye of Ligia occidentalis. J Gen Physiol 37: 825Ð849.",y,Not_appraised,Malacostraca,rock slater ,Ligia occidentalis,Ligia_occidentalis,Ligia_occidentalis,demersal,high,forage,"Eberl, R., 2012. Distribution, habitat and food preferences of sympatric high intertidal isopod species Ligia occidentalis and Ligia pallasii (Ligiidae: Oniscidea). Journal of Natural History, 46(29-30), pp.1779-1797.",0.3,"Rospars, J. P., & Meyer-Vernet, N. (2021). How fast do mobile organisms respond to stimuli? Response times from bacteria to elephants and whales. Physical Biology, 18(2). https://doi.org/10.1088/1478-3975/abcd88",ERG,Electrophysiology,,120,120,,,
"Caves, E. M., Frank, T. M., & Johnsen, S. (2016). Spectral sensitivity, spatial resolution and temporal resolution and their implications for conspecific signalling in cleaner shrimp. Journal of Experimental Biology, 219(4), 597–608. https://doi.org/10.1242/jeb.122275",y,,Malacostraca,Pacific cleaner shrimp,Lysmata amboinensis,Lysmata_amboinensis,,demersal,high,forage,"Wicksten, Mary K. 2009. “Interactions with Fishes of Five Species of Lysmata (Decapoda, Caridea, Lysmatidae).” Crustaceana 82(9): 1213–23.",2.23,"Choi, J. Y., Choe, J. R., Koh, J., & Choi, C. Y. (2018). Effects of specific light wavelengths on osmotic stress in the ornamental cleaner shrimp Lysmata amboinensis (De Man, 1888) (Decapoda: Caridea: Lysmatidae). Journal of Crustacean Biology, 38(4), 475–482. https://doi.org/10.1093/jcbiol/ruy047",ERG,Electrophysiology,,42,,,,
